ut,作者,题名,刊名,年,卷,期,issn,页码,单位,论文类型,影响因子,大类分区,二级单位,作者,备注
ISI:000262817900001,"Tang, JF; Liu, Y; Fung, RYK; Luo, XG",Industrial waste recycling strategies optimization problem: mixed integer programming model and heuristics,ENGINEERING OPTIMIZATION,2008,40,12,,1085-1100,"NEU, Key Lab Integrated Automat Proc Ind, Dept Syst Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0.966,3,信息,唐加福,
ISI:000253660400017,"Dong, J; Yang, GH",State feedback control of continuous-time T-S fuzzy systems via switched fuzzy controllers,INFORMATION SCIENCES,2008,178,6,,1680-1695,"[Dong, Jiuxiang; Yang, Guang-Hong] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Yang, Guang-Hong] Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,3.095,,信息,"董久祥,杨光红",
ISI:000252937000003,"Dong, JX; Yang, GH",Robust static output feedback control for linear discrete-time systems with time-varying uncertainties,SYSTEMS & CONTROL LETTERS,2008,57,2,,123-131,"[Dong, Jiuxiang; Yang, Guang-Hong] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Yang, Guang-Hong] Northeastern Univ, Minist Educ, Key Lab Integrated Automat Process Ind, Shenyang, Peoples R China",Article,2.073,,信息,"董久祥,杨光红",
ISI:000256113400025,"Dong, JX; Yang, GH",H-infinity control for fast sampling discrete-time singularly perturbed systems,AUTOMATICA,2008,44,5,,1385-1393,"[Dong, Jiuxiang; Yang, Guang-Hong] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Yang, Guang-Hong] Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Peoples R China",Article,3.178,,信息,"董久祥,杨光红",
ISI:000258183100033,"Dong, JX; Yang, GH",Dynamic output feedback control synthesis for continuous-time T-S fuzzy systems via a switched fuzzy control scheme,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,2008,38,4,,1166-1175,"[Dong, Jiuxiang; Yang, Guang-Hong] Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,2.361,,信息,"董久祥,杨光红",
ISI:000261402500018,"Cui, H; Gao, LQ","Geodesic active contour, inertia and initial speed",PATTERN RECOGNITION LETTERS,2008,29,16,,2197-2205,"[Cui Hua; Gao Liqun] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.559,,信息,崔华，高立群,
ISI:000261626600006,"Kong, Z; Gao, LQ; Wang, LF; Li, S",The normal parameter reduction of soft sets and its algorithm,COMPUTERS & MATHEMATICS WITH APPLICATIONS,2008,56,12,,3029-3037,"[Kong, Zhi; Gao, Liqun; Wang, Lifu] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China; [Li, Steven] Univ S Australia, Div Business, Adelaide, SA 5001, Australia",Article,0.997,,信息,孔芝，高立群，王立夫，李栓虎,
ISI:000259971400002,"Guan, N; Deng, QX; Gu, ZH; Xu, WY; Yu, G",Schedulability Analysis of Preemptive and Nonpreemptive EDF on Partial Runtime-Reconfigurable FPGAs,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,2008,13,4,,0-0,东北大学，香港科技大学，浙江大学,Article,0.848,,信息,关楠，邓庆绪，顾宗华，许文耀，于戈,
ISI:000255706200008,"Guo, L; Wang, XW; Cao, J; Li, LM",Traffic recovery time constrained shared sub-path protection algorithm in survivable WDM networks,COMPUTER NETWORKS,2008,52,7,,1492-1505,"[Guo, Lei; Wang, Xingwei] NE Univ Technol, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Guo, Lei; Li, Lemin] Univ Elect Sci & Technol China, Transmiss & Commun Networks, Key Lab Broadband Opt Fiber, Chengdu 610054, Peoples R China; [Cao,",Article,1.304,,信息,郭磊,
ISI:000258349800011,"Guo, L; Wang, XW; Song, QY; Wei, XT; Hou, WG; Yang, T; Yang, F",New insights on survivability in multi-domain optical networks,INFORMATION SCIENCES,2008,178,18,,3635-3644,"[Guo, Lei; Wang, Xingwei; Song, Qingyang; Hou, Weigang; Yang, Ting; Yang, Fei] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Guo, Lei] Univ Elect Sci & Technol China, Key Lab Broadband Opt Fiber Transmiss & Commun Ne, Ch",Article,3.095,,信息,郭磊,
ISI:000259191100007,"Guo, L; Wang, XW; Zheng, XB; Zhang, Y; Wang, XK",New results for path-based shared protection and link-based Hamiltonian cycle protection in survivable WDM networks,PHOTONIC NETWORK COMMUNICATIONS,2008,16,3,,245-252,"[Guo, Lei; Wang, Xingwei; Zheng, Xiaobing; Zhang, Yu; Wang, Xuekui] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Guo, Lei] Univ Elect Sci & Technol China, Key Lab Broadband Opt Fiber Transmiss & Commun Ne, Chengdu 61005",Article,0.427,,信息,郭磊,
ISI:000255323300004,"Wei, XT; Guo, L; Wang, XW; Song, QY; Li, LM",Availability guarantee in survivable WDM mesh networks: A time perspective,INFORMATION SCIENCES,2008,178,11,,2406-2415,"[Wei, Xuetao; Guo, Lei; Wang, Xingwei; Song, Qingyang] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Wei, Xuetao; Guo, Lei; Li, Lemin] Univ Elect Sci & Technol China, Key Lab Broadband Opt Fiber Transmiss & Commun Ne, Ch",Article,3.095,,信息,郭磊,
ISI:000255068100010,"He, DK; Wang, FL; Mao, ZZ",Hybrid genetic algorithm for economic dispatch with valve-point effect,ELECTRIC POWER SYSTEMS RESEARCH,2008,78,4,,626-633,"[He Da-kuo; Wang Fu-li; Mao Zhi-zhong] NE Univ Technol, Key Lab Proc Ind Automat, Minist Educ, Shenyang 110004, Peoples R China",Article,0.952,,信息,何大阔,
ISI:000253184700005,"He, DK; Wang, FL; Mao, ZZ",A hybrid genetic algorithm approach based on differential evolution for economic dispatch with valve-point effect,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,2008,30,1,,31-38,"[He, Dakuo; Wang, Fuli; Mao, Zhizhong] Northeastern Univ, Minist Educ, Key Lab Proc Ind Automat, Shenyang 110004, Peoples R China",Article,0.714,,信息,何大阔,
ISI:000261007900008,"Huang, M; Ip, WH; Yang, HM; Wang, XW; Lau, HCW",A fuzzy synthetic evaluation embedded tabu search for risk programming of virtual enterprises,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,2008,116,1,,104-114,"[Huang, Min; Yang, Hongmei; Wang, Xingwei] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Huang, Min] Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Peoples R China; [Ip, W. H.; Lau,",Article,2.026,,信息,黄敏，叶伟雄，杨红梅，王兴伟，,
ISI:000254469300008,"Jing, YW; Zeng, H; Jing, QS; Yuan, P",ATM rate based traffic control with bode principle,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2008,6,2,,214-222,"[Jing, Yuanwei; Zeng, Hui; Yuan, Ping] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Jing, Qingshen] Peking Univ, Coll Engn, Beijing 100871, Peoples R China",Article,0.59,,信息,井元伟，曾晖，井庆深，原萍,
ISI:000261256000046,"Zuo, XR; Jing, YW","Investigation of the age hardening behaviour of 6063 aluminium alloys refined with Ti, RE and B",JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,2009,209,1,,360-366,"[Zuo, Xiurong; Jing, Yuanwei] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.143,,信息,左秀荣，井元伟,
ISI:000255378800033,"Wang, D; Jing, YW; Zhang, SY",Traffic dynamics based on a traffic awareness routing strategy on scale-free networks,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2008,387,12,,3001-3007,"[Wang, Dan; Jing, Yuanwei; Zhang, Siying] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.441,,信息,王丹，井元伟，张嗣瀛,
ISI:000260946500028,"Liu, JH; Zhang, HG; Feng, J",Investigation of chaotic behavior for press time series of oil pipeline,ACTA PHYSICA SINICA,2008,57,11,,6868-6877,"[Liu Jin-Hai; Zhang Hua-Guang; Feng Jian] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China; [Feng Jian] Northeastern Univ, Minist Educ, Key Lab Proc Ind Automat, Shenyang 110004, Peoples R China",Article,1.165,,信息,刘金海，张化光，冯健,
ISI:000259543300015,"Luo, YH; Zhang, HG",Approximate optimal control for a class of nonlinear discrete-time systems with saturating actuators,PROGRESS IN NATURAL SCIENCE,2008,18,8,,1023-1029,"[Luo, Yanhong; Zhang, Huaguang] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.535,,信息,罗艳红，张化光,
ISI:000259527800017,"Luo, XG; Tang, JF; Wang, DW",An optimization method for components selection using quality function deployment,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2008,39,1-2,,158-167,"[Luo, X. G.; Tang, J. F.; Wang, D. W.] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.743,,信息,雒兴刚，唐加福，汪定伟,
ISI:000253046500014,"Ma, ZM; Yan, L",A literature overview of fuzzy database models,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,2008,24,1,,189-202,"[Ma, Z. M.; Yan, Li] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.242,,信息,马宗民，严丽,
ISI:000261233300001,"Ma, ZM; Lv, YH; Yan, L",A Fuzzy Ontology Generation Framework From Fuzzy Relational Databases,INTERNATIONAL JOURNAL ON SEMANTIC WEB AND INFORMATION SYSTEMS,2008,4,3,,1-15,"[Ma, Z. M.] Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Lv, Yanhui] Shenyang Ligong Univ, Shenyang, Peoples R China",Article,1.893,,信息,马宗民，吕艳辉，严丽,
ISI:000252914000008,"Tian, HX; Mao, ZZ; Wang, Y",Hybrid modeling of molten steel temperature prediction in LF,ISIJ INTERNATIONAL,2008,48,1,,58-62,"[Tian, Huixin; Mao, Zhizhong; Wang, Yan] Northeastern Univ, Informat Sci & Engn Coll, Shenyang 110004, Peoples R China",Article,0.817,,信息,毛志忠,
ISI:000257016100008,"Qian, XL; Jing, YW; Tian, J",Network congestion avoidance strategy with particle filter,COMPUTER COMMUNICATIONS,2008,31,9,,1723-1726,"[Qian, Xiaolong; Jing, Yuanwei; Tian, Jing] NE Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.884,,信息,钱晓龙,
ISI:000255391400002,"Tang, JF; Yung, KL; Kaku, I; Yang, JB",The scheduling of deliveries in a production-distribution system with multiple buyers,ANNALS OF OPERATIONS RESEARCH,2008,161,1,,5-23,"[Tang, Jiafu] NE Univ Technol, Sch Informat Sci & Engn, MOE, Dept Syst Engn,Key Lab Integrated Automat Proc In, Shenyang 110004, Peoples R China; [Yung, Kai-Leung] Hong Kong Polytech Univ, Dept Ind & Syst Engn, SAR, Kowloon, Hong Kong, Peoples R China; [",Article,0.619,,信息,唐加福,
ISI:000259785500001,"Tang, LX; Gong, H",A hybrid two-stage transportation and batch scheduling problem,APPLIED MATHEMATICAL MODELLING,2008,32,12,,2467-2479,"[Tang, Lixin; Gong, Hua] NE Univ Technol, Logist Inst, Shenyang 110004, Peoples R China",Article,0.931,,信息,唐立新,
ISI:000251611300001,"Tang, LX; Wang, XP",A predictive reactive scheduling method for color-coating production in steel industry,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2008,35,7-8,,633-645,"[Tang, Lixin; Wang, Xianpeng] Northeastern Univ, Logist Inst, Shenyang 110004, Peoples R China",Article,0.743,,信息,唐立新,
ISI:000260889000031,"Tang, LX; Yan, P",Particle Swarm Optimization Algorithm for a Campaign Planning Problem in Process Industries,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2008,47,22,,8775-8784,"[Tang, Lixin; Yan, Ping] Northeastern Univ, Logist Inst, Shenyang 110004, Peoples R China",Article,1.895,,信息,唐立新,
ISI:000261301400042,"Tang, LX; Liu, P",Two-machine flowshop scheduling problems involving a batching machine with transportation or deterioration consideration,APPLIED MATHEMATICAL MODELLING,2009,33,2,,1187-1199,"[Tang, Lixin; Liu, Peng] Northeastern Univ, Logist Inst, Shenyang 110004, Peoples R China",Article,0.931,,信息,唐立新,
ISI:000255311800008,"Tang, LX; Zhao, YF",Scheduling a single semi-continuous batching machine,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2008,36,6,,992-1004,"[Tang, Lixin; Zhao, Yufang] Northeastern Univ, Logist Inst, Shenyang 110004, Peoples R China",Article,2.175,,信息,唐立新,
ISI:000257436900015,"Tang, LX; Wang, XP; Liu, JY",Color-coating production scheduling for coils in inventory in steel industry,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,2008,5,3,,544-549,"[Tang, Lixin; Wang, Xianpeng] Northeastern Univ, Logist Inst, Shenyang 110004, Peoples R China; [Liu, Jiyin] Univ Loughborough, Sch Business, Loughborough LE11 3TU, Leics, England",Article,1.929,,信息,唐立新,
ISI:000255311800007,"Tang, LX; Wang, GS",Decision support system for the batching problems of steelmaking and continuous-casting production,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2008,36,6,,976-991,"[Tang, Lixin; Wang, Gongshu] Northeastern Univ, Logist Inst, Shenyang, Peoples R China",Article,2.175,,信息,唐立新,
ISI:000257809900004,"Wang, B; Yang, XC; Wang, GR; Yu, G; Chen, L; Wang, XS; Lin, XM",Continually answering constraint k-NN queries in unstructured P2P systems,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,2008,23,4,,538-556,"[Wang, Bin; Yang, Xiao-Chun; Wang, Guo-Ren; Yu, Ge] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Chen, Lei] Hong Kong Univ Sci & Technol, Dept Comp Sci, Hong Kong, Hong Kong, Peoples R China; [Wang, X. Sean] Univ Vermon",Article,0.576,,信息,王斌，杨晓春，王国仁，于戈，陈雷，王晓阳，林学民,
ISI:000253792500011,"Wang, DZ; Wang, DP; Wang, DW; Zuo, L; Wang, F; Liang, Z",Applying particle swarm optimization to quantitative texture analysis by maximum entropy method,ACTA METALLURGICA SINICA,2008,44,2,,183-187,"[Wang Dazhi; Wang Dingwei] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Zuo Liang; Wang Fu; Liang Zhide] Northeastern Univ, Sch Mat & Met, Shenyang 110004, Peoples R China; [Wang Dapeng] Shenyang Inst Aeronaut Engn, Dep",Article,0.474,,信息,王大志（系统工程所）,
ISI:000255466400030,"Zhao, CH; Wang, FL; Mao, ZZ; Lu, NY; Jia, MX",Adaptive monitoring based on independent component analysis for multiphase batch processes with limited modeling data,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2008,47,9,,3104-3113,"[Zhao, Chunhui; Wang, Fuli; Mao, Zhizhong; Lu, Ningyun; Jia, Mingxing] Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China",Article,1.895,,信息,赵春晖，王福利，毛志忠，陆宁云，贾明兴,
ISI:000252777500041,"Zhao, CH; Wang, FL; Mao, ZZ; Lu, NY; Jia, MX",Improved batch process monitoring and quality prediction based on multiphase statistical analysis,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2008,47,3,,835-849,"[Zhao, Chunhui; Wang, Fuli; Mao, Zhizhong; Jia, Mingxing] Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China; [Lu, Ningyun] Nanjing Univ Aeronaut & Astronaut, Coll Automat Engn, Nanjing 210016, Peoples R China",Article,1.895,,信息,赵春晖，王福利，毛志忠，陆宁云，贾明兴,
ISI:000252777500040,"Zhao, CH; Wang, F; Mao, ZZ; Lu, NY; Jia, MX",Improved knowledge extraction and phase-based quality prediction for batch processes,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2008,47,3,,825-834,"[Zhao, Chunhui; Wang, Fuli; Mao, Zhizhong; Jia, Mingxing] Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China; [Lu, Ningyun] Nanjing Univ Aeronaut & Astronaut, Coll Automat Engn, Nanjing 210016, Peoples R China",Article,1.895,,信息,赵春晖，王福利，毛志忠，陆宁云，贾明兴,
ISI:000253345300010,"Zhao, CH; Wang, FL; Mao, ZZ; Lu, NY; Jia, MX",Quality prediction based on phase-specific average trajectory for batch processes,AICHE JOURNAL,2008,54,3,,693-705,"[Zhao, Chunhui; Wang, Fuli; Mao, Zhizhong; Lu, Ningyun; Jia, Mingxing] Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Peoples R China",Article,1.883,,信息,赵春晖，王福利，毛志忠，陆宁云，贾明兴,
ISI:000257752300002,"Wang, GR; Huo, H; Han, DH; Hui, XY",Query processing and optimization techniques over streamed fragmented XML,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,2008,11,3,,339-359,"[Wang, Guoren; Huo, Huan; Han, Donghong; Hui, Xiaoyun] NE Univ, Dept Comp Sci, Shenyang 110004, Liaoning, Peoples R China",Article,1,,信息,王国仁，霍欢，韩东红，回晓云,
ISI:000260185500001,"Wang, GR; Ning, B; Yu, G",Holistically Stream-based Processing Xtwig Queries,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,2008,11,4,,407-425,"[Wang, Guoren; Ning, Bo; Yu, Ge] Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1,,信息,"王国仁,宁博，于戈",
ISI:000253527200002,"Wang, XP; Tang, LI",Integration of batching and scheduling for hot rolling production in the steel industry,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2008,36,5-6,,431-441,"[Wang, Xianpeng; Tang, Lixin] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.743,,信息,王显鹏,
ISI:000258035900055,"Wang, XW; Guo, L; Wei, XT; Hou, WG; Yang, F; Pang, L",Survivability in waveband switching optical networks: Challenges and new ideas,COMPUTER COMMUNICATIONS,2008,31,10,,2435-2442,"[Wang, Xingwei; Guo, Lei; Hou, Weigang; Yang, Fei; Pang, Lan] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liao Niang, Peoples R China; [Guo, Lei] Univ Elect Sci & Technol China, Key Lab Broadband Opt Fiber Transmiss & Commun Ne, Chengdu",Article,0.884,,信息,王兴伟，郭磊，候维刚， 杨菲，庞岚,
ISI:000260276700016,"Wang, XW; Guo, L; Yang, F; Wu, TF; Ji, W",Multi-layer survivable routing mechanism in GMPLS based optical networks,JOURNAL OF SYSTEMS AND SOFTWARE,2008,81,11,,2014-2023,"[Wang, Xingwei; Guo, Lei; Yang, Fei; Wu, Tengfei; Ji, Wei] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Guo, Lei] Univ Elect Sci & Technol China, Key Lab Broadband Opt Fiber Transmiss & Commun Ne, Chengdu 610054, People",Article,1.241,,信息,王兴伟，郭磊，杨菲，武腾飞，纪伟,
ISI:000254265800009,"Wang, YC; Zhang, HG",H-infinity control for uncertain Markovian jump systems with mode-dependent mixed delays,PROGRESS IN NATURAL SCIENCE,2008,18,3,,309-314,"[Wang, Yingchun; Zhang, Huaguang] NE Univ Technol, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.535,,信息,王迎春，张化光,
ISI:000257093300010,"Lai, ZY; Xie, Z; Zhoing, LC",Influence of bottom tuyere configuration on bath stirring in a top and bottom combined blown converter,ISIJ INTERNATIONAL,2008,48,6,,793-798,"[Lai, Zhaoyi; Xie, Zhi] Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China; [Zhoing, Liangcai] Northeastern Univ, Coll Mat & Met, Shenyang 110004, Peoples R China",Article,0.817,,信息,"赖兆奕；
谢植；
钟良才",
